course_id,course_title,url,level,subject,,,
1018380,Forex Trading Like Banks â€“ Step by Step with Live Examples,https://www.udemy.com/forex-trading-like-banks-step-by-step-with-live-examples/,All Levels,Business Finance,,,
575676,Fundamentals of Investing!,https://www.udemy.com/investment-basics-lets-invest-series/,Beginner Level,Business Finance,,,
1105216,Bank Financial Management A Comprehensive Study,https://www.udemy.com/bank-financial-management-a-comprehensive-study/,All Levels,Business Finance,,,
936328,Learn to Trade Forex and Stocks: From Beginner to Advanced,https://www.udemy.com/tradeforex/,All Levels,Business Finance,,,
43441,"Master 'Technical Analysis and Chart reading skills Bundle""",https://www.udemy.com/master-technical-analysis-and-chart-reading-skills-bundle/,All Levels,Business Finance,,,
1103718,Naked Put Options Trade Covered Call & Poor Man Covered Call,https://www.udemy.com/naked-put-options-trade-covered-call-poor-man-covered-call/,All Levels,Business Finance,,,
584410,The Ultimate Guide to Dividend & Dividend Growth Investing,https://www.udemy.com/investing-learn-how-to-build-a-dividend-portfolio-step-by-step/,All Levels,Business Finance,,,
625568,Charting for Beginners 101: Technical Analysis Demystified,https://www.udemy.com/charting-for-beginners-101/,All Levels,Business Finance,,,
297742,Build a DCF Valuation Model,https://www.udemy.com/build-a-dcf-valuation-model/,All Levels,Business Finance,,,
24877,Introductory Financial Accounting,https://www.udemy.com/introductory-financial-accounting/,Beginner Level,Business Finance,,,
1188742,Introduction to Cryptocurrencies and Blockchain,https://www.udemy.com/introduction-to-cryptocurrencies/,Beginner Level,Business Finance,,,
597716,Trade Pullback Candlestick Strategy - Make Consistent Pips,https://www.udemy.com/make-consistent-profit-using-pullback-candlestick-strategy/,All Levels,Business Finance,,,
415802,Accounting Standards Basics (Professional Course Level),https://www.udemy.com/basics-of-accounting-standards/,All Levels,Business Finance,,,
323950,Use the Magic Multiple Moving Average Forex Trading system,https://www.udemy.com/the-magic-multiple-moving-average-forex-trading-system/,Intermediate Level,Business Finance,,,
488818,QuickBooks 2015 Training for Newbies,https://www.udemy.com/free-training-quickbooks-2015/,Beginner Level,Business Finance,,,
610890,TRADING PSYCHOLOGY: Trading Mindset Mastery,https://www.udemy.com/trading-psychology-trading-mindset-mastery/,Intermediate Level,Business Finance,,,
638980,Option Trading: How to Adjust Delta-Neutral Strangles!,https://www.udemy.com/option-trading-selling-strangles/,All Levels,Business Finance,,,
599684,Profitable binary option trading strategy,https://www.udemy.com/binaryoptions/,All Levels,Business Finance,,,
332848,Tax Strategy: Financial Planning for Beginners,https://www.udemy.com/taxsavingstrategy/,All Levels,Business Finance,,,
354324,Accounting 2 Simplified for You,https://www.udemy.com/accounting-2-simplified-for-you/,Beginner Level,Business Finance,,,
379682,Project Funding Modelling (for Professionals),https://www.udemy.com/project-funding-modelling/,All Levels,Business Finance,,,
319020,Investing: How I Consistently Beat The Stock Market,https://www.udemy.com/beat-the-stock-market/,All Levels,Business Finance,,,
713258,Bookkeeping Basics: Understand the Fundamentals,https://www.udemy.com/bookkeeping-basics/,Beginner Level,Business Finance,,,
537884,Leasing - A Comprehensive Study (Professional Course Level),https://www.udemy.com/leasing-a-comprehensive-study/,All Levels,Business Finance,,,
919906,Trading Options For Consistent Returns: Options Basics,https://www.udemy.com/trading-options-for-income/,Beginner Level,Business Finance,,,
46010,TechniTrader Leading Hybrid Indicator Trading,https://www.udemy.com/leading-hybrid-indicator-trading/,Intermediate Level,Business Finance,,,
777932,Financial modeling: Build a DCF equity valuation model,https://www.udemy.com/guide-to-do-a-step-by-step-discounted-cash-flow-valuation/,All Levels,Business Finance,,,
773934,CryptoArbitrager: Bitcoin Trading Robot (no mining),https://www.udemy.com/cryptoarbitrager-trade-bitcoin-vs-litecoin-with-arbitrage-robot/,All Levels,Business Finance,,,
221306,Accounting Is Easy (for Beginners),https://www.udemy.com/fundamentals-of-accountancy/,All Levels,Business Finance,,,
830994,Non Directional Weekly Options Trading System - ETF & Emini,https://www.udemy.com/etf-stock-options-non-directional-weekly-trading-system/,All Levels,Business Finance,,,
723510,The Complete Position Trading Course: Position Trading Stock,https://www.udemy.com/position-trading-course/,All Levels,Business Finance,,,
42643,Master Iron Condors - Double the credit for half the risk,https://www.udemy.com/iron-condor-options-trading-strategy/,Expert Level,Business Finance,,,
411778,Basics of investing in Mutual Funds,https://www.udemy.com/mutualfundinvesting/,Intermediate Level,Business Finance,,,
366514,A Value Investing Approach to the Stock Market,https://www.udemy.com/start-investing-the-right-way/,All Levels,Business Finance,,,
471588,Learn how to INVEST for huge profits or make it big trading!,https://www.udemy.com/learn-how-to-invest-for-huge-profits-or-make-9k-day-trading/,All Levels,Business Finance,,,
